title,preview,link,image
Reading and Leeds Festival 2016: more acts added to line-up,"Nas and Frank Turner lead the new additions for this year's Reading and Leeds Festival.

The twin event will take place this year simultaneously at Richfield Avenue in Reading and Bramham Park, Leeds over the August Bank Holiday weekend (August 26-28). This year's festival will be headlined by Red Hot Chili Peppers, as well as two pairs of co-headliners: Biffy Clyro and Fall Out Boy, plus Foals and Disclosure.

As well as Nas and Frank Turner, today's new line-up announcement includes Good Charlotte, Kano, Mastodon, Tonight Alive, Coheed And Cambria, The Temper Trap and Over70.

Derek Bremner/NME

In addition to the headliners and these new acts, Reading & Leeds organisers previously announced that Chvrches, The Vaccines, A$AP Rocky, Travi$ Scott, Haim, Eagles of Death Metal, Slaves, Savages, Two Door Cinema Club, Fetty Wap and Jack Garratt are all set to appear over the weekend. 

Co-headliners Foals previously about their line-up slot: ""We're absolutely buzzing to be headlining Reading & Leeds this year. It's a dream come true. We've worked our way up on our own terms & to be given the chance to headline one of world’s most iconic festivals is a huge achievement for us & hopefully a sign for all bands, that, if you stick to your guns & focus on what matters, you'll get there & smash it. Onwards & upwards friends. Long live the guitar band."" 

2015's festival was headlined by Mumford and Sons, Metallica and The Libertines. 

NME PHOTOS: The Ultimate Story Of Reading And Leeds Festival 2015 In 54 Stunning Photos 


The 10 Best Moments From Reading Festival 2015

Backstage At Reading And Leeds 2015: Bands, Celebrities And Blaggers",http://www.nme.com/news/various-artists/93127,http://nme.assets.ipccdn.co.uk/images/Enter_shakari_DT-32.jpg
Biffy Clyro's Simon Neil says issues with mental health led him to doubt songwriting ability,"Biffy Clyro's Simon Neil has admitted that he was in a ""terrible headspace"" during the early process of making the band's new album, 'Ellipsis'. 

Speaking to NME as part of this week's cover feature, Neil discusses his mental health and reveals that touring around the band's last album 'Opposites' saw him struggling. 

Following a UK headline tour in April 2013, the band called off a series of shows, citing the frontman’s “serious respiratory problem”. 

""I had a bit of a ‘do’,"" Neil says now. “This is going to turn into a right downer interview, but before that our very first tour manager died of leukaemia; Storm [Thorgerson, designer of their artwork] died; my gran died; my best friend’s brother died on Christmas Day… It felt like when things couldn’t get any worse, they just kept getting worse.”



Neil then fell into a five-week period that he describes as a “funk”, during which his confidence in his own songwriting deserted him: ""I was just in a terrible headspace,"" he explains. ""It’s just the way I am. I’m always going have a bit of trouble convincing in here [taps his head] that everything’s going alright, when it is going alright. I needed to shed a skin in a serious way last year. We’d done more things than I could ever have dreamed of and I still felt slightly unfulfilled and unhappy.""

After deciding that he ""needed to sort my fucking shit out"", Neil and his wife left Scotland and went to LA for two months. This was where his mood changed and 'Ellipsis' began to take shape. 

""It happened when I least expected it,"" says the singer. ""I was sat at the piano and wrote three songs, sending them to the boys, going, ‘I’m really excited by these,’ and they got back, saying, ‘They’re fucking unbelievable’. I’ll always remember that, because that day was the turning point in getting my confidence back.""

'Ellipsis' will be released on July 8 via Warner Bros Records and 14th Floor Recordings.

Biffy Clyro recently announced that they’ll headline this summer’s Reading (August 28) and Leeds Festivals (August 26).
 
They will also play their biggest Scottish show at Glasgow’s Bellahouston Park on August 27. Part of this year’s Glasgow Summer Sessions, the 35,000 capacity show features special guests Fall Out Boy, Wolf Alice and Cage The Elephant. 

Read the full interview and see the brand-new photoshoot in the all-new free NME, available nationwide tomorrow (April 22) and on NME.com. Find out where you can get your copy from the full list of pick-up points.

For all queries involving current subscriptions, visit our Frequently Asked Questions page.
",http://www.nme.com/news/biffy-clyro/93128,http://nme.assets.ipccdn.co.uk/images/2016_BiffyClyro_2_AustinHardgrave_200416.jpg
Prince was working on a memoir before his death,"Prince had started working on a memoir before his death that was due to be published next year.

The star had announced last month that he was writing the story of his life for Random House imprint Spiegel & Grau. 

According to TMZ, sources connected to the singer have said that he had finished around 50 pages.

The musical icon had settled on the title ‘The Beautiful Ones’, after the third track from his classic album ‘Purple Rain’.

According to a press release, it was imagined as ""an unconventional and poetic journey through [Prince's] life and creative work."" He planned to call it The Beautiful Ones, after the 1984 song of the same name on his iconic album Purple Rain.

At an event in March, the Purple One said that the book would begin with his first memory and go “all the way to the Super Bowl,” the New Yorker reports.

It remains unclear what will now happen with the memoir, which was being written together with Dan Piepenbring, an editor for the Paris Review.

Prince died early this morning (April 21) at his Paisley Park estate in Chanhassen, Minnesota. At the time of writing, no cause of death has been established.

Nile Rodgers, Shania Twain, Frank Ocean, President Barack Obama and many, many more have paid tribute to the star on social media.",http://www.nme.com/news/prince/93153,http://nme.assets.ipccdn.co.uk/images/2014Prince_Press_04_030614.jpg
Prince's sister and his ex-wife pay tribute following star's death,"Prince's sister and his ex-wife have both paid tribute to the late singer, who passed away yesterday (April 21). 

As reported, Prince was found dead by police at his Paisley Park home yeserday afternoon. No cause of death has been stated. A post-mortem investigation will take place today (Friday).

Ex-wife Mayte Garcia met Prince in 1990. They married six years later and divorced in 2000. Issuing a statement to People, Garcia said: ""I can't even think of the words of what I'm feeling. This man was my everything, we had a family. I am beyond deeply saddened and devastated.""

It was in 1996 that Prince and Garcia suffered the loss of their son, Gregory, to Pfeiffer syndrome when he was just one week old. Pfeiffer syndrome is a rare genetic disorder that affects growth of the skull and bones in the hands and feet.

""I loved him then, I love him now and will love him eternally,"" Garcia added. ""He's with our son now.""

Press 

Meanwhile, Sky News reports Prince's sister, Tyka Nelson, greeted the fans who had gathered outside Paisley Park and said simply,: ""He loved all of you. Thank you for loving him back.""

Tributes to Prince have ranged far and wide with President Barack Obama stating ""Today, the world lost a creative icon"" and musicians including Madonna, Paul McCartney, Mick Jagger, Frank Ocean, The Weeknd and Katy Perry leading the tributes. ",http://www.nme.com/news/prince/93154,http://nme.assets.ipccdn.co.uk/images/2014Prince_3RDEYEGIRL_2KingsPlace_180213.jpg
Snapchat adds a ‘Purple Rain’ filter in honour of Prince,"Snapchat have added a ‘Purple Rain’ filter in tribute to Prince, who died earlier today.

The app has been updated with a new feature that allows users to add purple raindrops to their photos, in honour of the musician’s famous album and film.

Snapchat is honoring Prince with a &quot;Purple Rain&quot; filter today https://t.co/s0H2F9c9AJ pic.twitter.com/ad8YeGmz4F&mdash; Los Angeles Times (@latimes) April 21, 2016 

Fittingly, it was raining in Prince’s hometown of Chanhassen, Minnesota in the hours after news of his death broke. People have been sharing images of the downpour with the hashtag #PurpleRaining.

While the heavens were opening up in Minnesota, NASA posted a photo from the skies much further above of a purple nebula.

A purple nebula, in honor of Prince, who passed away today. https://t.co/7buFWWExMw pic.twitter.com/ONQDwSQwVa&mdash; NASA (@NASA) April 21, 2016 

Nile Rodgers, Shania Twain, Frank Ocean, President Barack Obama and many, many more have paid tribute to the star on social media.",http://www.nme.com/news/prince/93151,http://nme.assets.ipccdn.co.uk/images/2012PrincePurpleRainMoviePress051212.jpg
"Aretha Franklin: Prince was ""one-of-a-kind""","From one musical icon to the next, Aretha Franklin, the Queen of Soul, has paid tribute to Prince, calling him a ""a one-of-a-kind"".

Franklin said the singer's death, at the age of 57, was ""such a blow. It's really surreal. It's just kind of unbelievable,"" in an interview on MSNBC. 

The legendary singer went on to describe the Purple One as ""a very, very unique musical individual who was so into his music - he was music to the max.""

She added that he was dedicated musician, who worked tirelessly at his craft. 

""I think that he was a very explorative and as I said he was one of those artists that go into the studio and stayed in the studio - he would sleep in the studio,"" Franklin said.

""Myself when I finish recording as an artist I go home and I am through with it until it's time for me to go back in the studio but some artists just stay in the studio because they love music like that,"" she continued.



Nile Rodgers, Shania Twain, Frank Ocean, President Barack Obama and many, many more have paid tribute to the star on social media.",http://www.nme.com/news/prince/93152,http://nme.assets.ipccdn.co.uk/images/2014ArethaFranklin_Getty467977795240314.jpg
Frank Ocean shares poignant tribute to Prince,"Frank Ocean has shared a moving personal tribute to Prince in which he credits the late musician for inspiring him to be “to be more daring and intuitive”.

The R&B singer-songwriter posted a rare message on his Tumblr following the news of the icon’s death.

Ocean said that his favourite song of all time is ‘When You’re Were Mine’, “a simple song with a simple melody that makes you wish you thought of it first, even though you never would have”.

The ‘Channel Orange’ artist also said that Prince’s flamboyant style encouraged him to “feel more comfortable with how I identify sexually simply by his display of freedom from and irreverence for obviously archaic ideas like gender conformity”.

Read the tribute in full on Ocean’s Tumblr, or below:

“i'm not even gonna say rest in peace because it’s bigger than death. i never met the man (i was too nervous the one time i saw him) and i never saw him play live, regrettably. i only know the legends I’ve heard from folks and what i’ve heard and seen from his deep catalog of propellant, fearless, virtuosic work. my assessment is that he learned early on how little value to assign to someone else’s opinion of you.. an infectious sentiment that seemed soaked into his clothes, his hair, his walk, his guitar and his primal scream. he wrote my favorite song of all time, ‘when you were mine’. it’s a simple song with a simple melody that makes you wish you thought of it first, even though you never would have - a flirtatious brand of genius that feels approachable. he was a straight black man who played his first televised set in bikini bottoms and knee high heeled boots, epic. he made me feel more comfortable with how i identify sexually simply by his display of freedom from and irreverence for obviously archaic ideas like gender conformity etc. he moved me to be more daring and intuitive with my own work by his demonstration - his denial of the prevailing model...his fight for his intellectual property - ‘slave’ written across the forehead, name changed to a symbol... an all out rebellion against exploitation. A vanguard and genius by every metric I know of who affected many in a way that will outrun oblivion for a long while. I’m proud to be a Prince fan(stan) for life.“

Tributes have poured in for the man born Prince Rogers Nelson, who released 39 studio albums in an incredible career than spanned almost four decades.",http://www.nme.com/news/prince/93148,http://nme.assets.ipccdn.co.uk/images/2015FrankOcean_Getty162923494070415.jpg
"President Obama pens tribute to Prince: ""nobody’s spirit was stronger, bolder, or more creative""","President Barack Obama has shared a tribute to Prince, following news of his death.

In a statement posted on Facebook, Obama said that “Today, the world lost a creative icon.”

He continued: “Michelle and I join millions of fans from around the world in mourning the sudden death of Prince. Few artists have influenced the sound and trajectory of popular music more distinctly, or touched quite so many people with their talent. As one of the most gifted and prolific musicians of our time, Prince did it all. Funk. R&B. Rock and roll. He was a virtuoso instrumentalist, a brilliant bandleader, and an electrifying performer.

“A strong spirit transcends rules,” Prince once said -- and nobody's spirit was stronger, bolder, or more creative. Our thoughts and prayers are with his family, his band, and all who loved him.

Nile Rodgers, Shania Twain, Frank Ocean and many, many more have paid tribute to the star on social media. ",http://www.nme.com/news/prince/93150,http://nme.assets.ipccdn.co.uk/images/Obama.jpg
Grimes talks heavier leanings and artistic angles in Zane Lowe interview,"Grimes has spoken about her rockier leanings and how 'Art Angels' was nearly a rock record in a new interview, as well as touching on the art behind her music.

Talking to Zane Lowe on his Beats1 radio show last night (April 20), the Canadian also presented a forty minute remix, including a new track by her former collaborator Aristophanes. 'Untitled' was produced by Will Butler of Arcade Fire.

Grimes - a.k.a Claire Boucher - went into particular detail about her Art Angels track 'California', saying “I wanted it to be a country song but like a dancehall country song,” before adding “I mean for this record I actually thought I was making a rock record. I thought it was my big rock statement."" 

""Nobody else thought that besides me. I was trying to do a Mellon Collie and the Infinite Sadness kind of thing. The Pumpkins kinda bridge the gap between rock and emo. They’re kind of in-between My Chem and Nine Inch Nails.”

Boucher also confirmed that 'Art Angels' came out as a surprise release due to ""not finishing it until the last minute,"" before adding “I was at a point where I was going to go either a heavier direction or a more ‘Pin’ and ‘Easily’ and some of those sort of songs. Everyone said you should do these songs to establish that you can actually write songs before you do more crazy experimental shit.”

Listen to the interview via iTunes, below:



And to the new track by Aristophanes, 'Untitled', below:



On the artistic side of her work, Grimes added “All my music videos are fake trailers for fake movies. That’s how I think about it I just love trailers,"" explaining the visual side is “always kinda in the back of your head. You don't want to be too intentional.”

The Canadian also spoke about performing with Janelle Monae at Coachella, saying:

“She’s been one of my favorite artists for a long time and even the community she comes out of OutKast and all the Atlanta acts I feel like they’re so post genre. All the musicians from that community seem to have such a diverse array of influences.”

Grimes' full remix playlist was as follows:

Dawn Richard x TITANS - James Dean
Kali Uchis - Ridin Round
Naomi Elizabeth - God Sent Me Here To Rock You
JME - Integrity
Tei Shi - Basically
Perfume Genius - Fool
Chairlift - Ch-Ching
Mozart’s Sister - Mozart’s Sister
Internet - Special Affair/Curse
Burial - Archangel
DJ Kayz - Jungi Ji ft. Mister You, Dr Zeus & Sophia Akkara
Sleigh Bells - Young Legends
Aristophanes - Untitled (premiere)
ICP - Forever
Los Horoscopes de Durango - Estoy Con Otro en la Cama
HANA - Underwater
Nicole Dollanganger - Please Just Stay Dead",http://www.nme.com/news/grimes/93146,http://nme.assets.ipccdn.co.uk/images/2016_Grimes_7_BrixtonAcademy10thMarch_110316.jpg
Five days before his death Prince warned fans: ‘wait a few days before you waste any prayers’ ,"Prince, the music icon who died aged 57 today (April 21), told fans at his last public appearance to 'wait a few days before you waste any prayers'. 

He was not performing at the 'Paisley Park After Dark' dance party, which took place on Saturday night (April 16) at Paisley Park, his estate in Minnesota. However, he made a stage appearance to show fans his new guitar, below. After the gig he tweeted, ""THANX EVERYBODY 4 UR EXTRA TIME & UR..."", later tweeting another image of the revellers there.
THANX EVERYBODY 4 UR EXTRA TIME &amp; UR...&mdash; Prince (@prince) April 17, 2016

pic.twitter.com/gU3F6MciMf&mdash; Prince (@prince) April 17, 2016


Prince’s health difficulties over the last week have been reported in various news outlets. They claimed that the singer’s private jet was forced to make an emergency landing in Illinois on April 15 for health reasons; he later spent a short period of time in hospital there. The next day, he appeared in concert. Sources close to Prince said he was suffering a ""bad bout of flu"".
 
His last live performance took place a week ago, at Atlanta’s Fox Theatre. Below is footage of his performance of ‘Purple Rain’ there. 


Since Prince’s death was confirmed a few hours ago, tributes to the legend have poured in from the music world from Chance The Rapper, Slash and more. See them below. 
[View the story ""The Music World Pays Tribute to Prince"" on Storify]
",http://www.nme.com/news/prince/93147,http://nme.assets.ipccdn.co.uk/images/2014Prince_Getty52457584_300514.jpg
Guns N' Roses pay tribute to fan killed in bus crash while traveling to Mexican show,"A bus has crashed on the way to Guns N' Roses show in Mexico City, killing one and injuring 29.

According to local publication Excelsior, the bus was en route to the show last night (April 20), when it crashed on a highway connecting the Mexican capital to Querétaro.

The bus is believed to have overturned on a wet motorway, killing 35-year-old Mauricio Ballesteros Zamora, who suffered head trauma and internal bleeding. Three of the other passengers are believed to be in critical condition.

The band have tweeted their sympathies to the family of Ballesteros Zamora, and wished the other 29 injured fans a speedy recovery:

pic.twitter.com/Vt4ksfDxPv&mdash; Guns N&#39; Roses (@gunsnroses) April 21, 2016


The show was Guns N' Roses second of two in Mexico City this week, with the shows bracketed by the band's two headline slots over the two weekends of Coachella Festival in California. A full US tour has been scheduled for this summer.

It has also been confirmed that frontman Axl Rose is to perform with AC/DC as lead singer for the remainder of their tour, replacing Brian Johnson, who has been advised by doctors to stop touring if he wants to save his hearing.

AC/DC currently have 12 European live dates booked in for May and June, including two UK shows: London's Olympic Stadium on June 4 and Manchester's Etihad Stadium on June 9, before the GnR American tour gets underway. ",http://www.nme.com/news/guns-n-roses/93143,http://nme.assets.ipccdn.co.uk/images/2016_GunsNRoses_Coachella_GettyImages-521769892_180416.jpg
Fans gather outside of Paisley Park to pay their last respects to Prince,"Fans of Prince have congregated outside Paisley Park and First Avenue, the Minneapolis club where Purple Rain was filmed, following news of his death.

The singer's representatives have confirmed that he died early this morning (April 21) at the estate in Chanhassen, Minnesota. Police were earlier reported to be investigating a fatality at the estate, though the identity of the deceased was not revealed.

Several photos have appeared on social media of people leaving flowers on the fence that borders the late musician’s famous residence and studios. 

    See you in the #PurpleRain brother. #Prince A photo posted by Michael Holtz (@djmichaelholtz) on Apr 21, 2016 at 11:14am PDT     Fans begin to pay tribute to Prince at Paisley Park as it is confirmed that Prince passed away today. #prince #paisleypark A photo posted by @nateryanphoto on Apr 21, 2016 at 11:28am PDT   A photo posted by @amkroll on Apr 21, 2016 at 10:45am PDT     RIP MN&#39;s Purple One. Truly one of a kind. His legacy will never be forgotten, his music will always inspire and his love of all always felt. I grew up a mile from Paisley Park. I think every Minnesotan has a &#34;Prince&#34; story. Rightly so. He was Minnesotan&#39;s Prince. #prince #rip #purplerain A photo posted by Rachael Jane (@rachaeljaneadventures) on Apr 21, 2016 at 12:22pm PDT   A photo posted by Kyle Matteson (@kylematteson) on Apr 21, 2016 at 12:20pm PDT     Rachel Hager, of south Minneapolis, heard the news and drove to Paisley Park not sure where else to go. Rachel said her first musical love was Prince, having first seen Purple Rain at age 8. Chanhassen MN, April 21st, 2016. A photo posted by @nateryanphoto on Apr 21, 2016 at 12:22pm PDT 

One Instagram user posted a picture of two fans hugging, one dressed in purple clothes, with the caption: “My heart aches for her. She was so sad.”

    My heart aches for her. She was so sad. A photo posted by @amkroll on Apr 21, 2016 at 10:48am PDT 

Another video posted on Twitter, appears to show a long queue of cars backed up on the road to Paisley Park as fans try to make their way to the late musician’s home.

2 mile lineup right now to drive by #paisleypark #RIPPrince pic.twitter.com/29sUBjCOZQ&mdash; Tina Gentile (@thetinashow) April 21, 2016 

Similar scenes are being reported at First Avenue, a music venue in Minneapolis where Prince filmed several scenes of his 1984 film Purple Rain. 

First Avenue employees silently file out to lay flowers #RIPprince pic.twitter.com/Gocil2g4EC&mdash; bengarvin (@bengarvin) April 21, 2016 A rainy day in Minneapolis for our #Prince pilgrimage to @FirstAvenue, home of Purple Rain. @entertain_mn pic.twitter.com/fBGo3JdMn4&mdash; Kristen Painter (@KristenPainter) April 21, 2016 

Tributes have poured in for the man born Prince Rogers Nelson, who released 39 studio albums in an incredible career than spanned almost four decades.",http://www.nme.com/news/prince/93145,http://nme.assets.ipccdn.co.uk/images/2015Prince_Press_070815.jpg
Paul McCartney and Mick Jagger pay tribute to Prince following star's death,"Members of The Rolling Stones and The Beatles have paid tribute to Prince, who passed away yesterday (April 21). 

As reported, Prince was found dead by police at his Paisley Park home yesterday afternoon. He was 57. No cause of death has been stated. A post-mortem investigation will take place today (Friday).

Following news of the late music icon's death, Paul McCartney took to Twitter to describe the star as a ""creative giant"". Ringo Starr, meanwhile, wrote: ""God bless Prince, we will all miss him. I still have my purple whistle. I will blow it tonight"". See those tweets beneath.

God bless this creative giant. Thanks Prince. Love X Paul&mdash; Paul McCartney (@PaulMcCartney) April 21, 2016
God bless prince we will all miss him I still have my Purple whistle. I will blow it tonight peace and love &mdash; #RingoStarr (@ringostarrmusic) April 21, 2016


Mick Jagger also paid tribute to Prince, writing: ""I am so saddened to hear of Prince's passing. Prince was a revolutionary artist, a wonderful musician and composer."" He added: ""Prince was an original lyricist and a startling guitar player. His talent was limitless... Prince was one of the most unique and exciting artists of the last 30 years.""

Rolling Stones bassist Ronnie Wood added: ""I will miss a good friend who was so talented. He was such a great performer / guitar player. Sleep well Prince"".

I am so saddened to hear of Prince&#39;s passing. Prince was a revolutionary artist, a wonderful musician and composer. 1/3&mdash; Mick Jagger (@MickJagger) April 21, 2016
Prince was an original lyricist and a startling guitar player. His talent was limitless. 2/3&mdash; Mick Jagger (@MickJagger) April 21, 2016
Prince was one of the most unique and exciting artists of the last 30 years. 3/3&mdash; Mick Jagger (@MickJagger) April 21, 2016
I will miss a good friend who was so talented. He was such a great performer / guitar player. Sleep well Prince  pic.twitter.com/4EZLFyGw9X&mdash; Ronnie Wood (@ronniewood) April 21, 2016


Tributes to Prince have ranged far and wide with President Barack Obama stating ""Today, the world lost a creative icon"" and musicians including Madonna, Frank Ocean, The Weeknd and Katy Perry leading the tributes. ",http://www.nme.com/news/prince/93156,http://nme.assets.ipccdn.co.uk/images/9iKW28.jpeg
Prince postmortem to be carried out today,"A postmortem on Prince's body will take place later today (April 22). 

As reported, Prince died at his Paisley Park home yesterday aged 57. He was found collapsed in a lift at his home, which doubled as a studio. He was pronounced dead at 10:07am on Thursday. The postmortem will determine the cause of his death. 

SEE MORE: Prince: June 7, 1958 – April 21, 2016. The NME Obituary

As yet, no details around Prince's death have been released. The local Sheriff’s department released a full statement, it reads:

""Carver County Sheriff Jim Olson reports that on April 21, 2016, at about 9:43 am, sheriff’s deputies responded to a medical call at Paisley Park Studios in Chanhassen. When deputies and medical personnel arrived, they found an unresponsive adult male in the elevator. First responders attempted to provide lifesaving CPR, but were unable to revive the victim. He was pronounced deceased at 10:07 am. He has been identified as Prince Rogers Nelson (57) of Chanhassen.

The Carver County Sheriff’s Office, with the assistance of the Hennepin County Sheriff’s Office and The Midwest Medical Examiner’s Office, are continuing to investigate the circumstances surrounding his death.""

Press 

The singer's publicist, Yvette Noel-Schure, also confirmed the death with the following statement: “It is with profound sadness that I am confirming that the legendary, iconic performer, Prince Rogers Nelson, has died at his Paisley Park residence this morning at the age of 57. There are no further details as to the cause of death at this time.”

Recent reports claimed that the singer’s private jet was forced to make an emergency landing in Illinois on April 15 for health reasons. He later spent a short period of time in hospital there. The next day, he appeared in concert. Sources close to Prince said he was suffering a ""bad bout of flu"". 

He was then reported to have thrown a public party at Paisley Park on Saturday (April 16), to celebrate the good weather and the support and love he had been shown since he was taken to hospital the previous day. Referring to the stories about his health, he told the crowd: ""Wait a few days before you waste any prayers.""

Born Prince Rogers Nelson on June 7, 1958, the singer went on to release 39 studio albums over a music career that lasted nearly 40 years. He rose to world fame in 1982 with the release of fifth album ‘1999’, and achieved worldwide success with his sixth, 1984’s ‘Purple Rain’, which was certified platinum in countries including the USA, UK, Australia, Switzerland and France. 

Last year he released two albums, ‘HITnRUN Phase One’ and ‘HITnRUN Phase Two’, and was recently reported to be in the middle of writing his memoir, ‘The Beautiful Ones’.

Tributes to Prince have ranged far and wide with President Barack Obama stating ""Today, the world lost a creative icon"" and musicians including Madonna, Paul McCartney, Mick Jagger, Frank Ocean, The Weeknd and Katy Perry leading the tributes. ",http://www.nme.com/news/prince/93155,http://nme.assets.ipccdn.co.uk/images/2014Prince_Getty74378148_300514.jpg
Watch Slipknot's Corey Taylor deliver acoustic cover of Prince's 'Purple Rain' at Minneapolis gig,"Slipknot and Stone Sour frontman Corey Taylor paid tribute to Prince at his gig in Minneapolis on Thursday night (April 21).

As reported, Prince was found dead at his Paisley Park home yesterday afternoon. He was 57.

On the same night, Taylor was playing a gig in Taylor's hometown of Minneapolis, performing at the First Avenue club, a venue that appears in the Purple Rain movie.

Taylor opened the show with an acoustic cover of 'Purple Rain', later covering 'Little Red Corvette' too. Watch footage beneath.





Tributes to Prince have ranged far and wide with President Barack Obama stating ""Today, the world lost a creative icon"" and musicians including Madonna, Frank Ocean, The Weeknd and Katy Perry leading the tributes. 

Paul McCartney and Mick Jagger also paid tribute to Prince following the star's death.

Meanwhile, Noel Gallagher dedicated 'Live Forever' to Prince at his Glasgow show, while Mumford & Sons and The 1975 also paid tribute to Prince at their gigs last night.",http://www.nme.com/news/corey-taylor/93163,http://nme.assets.ipccdn.co.uk/images/2015CoreyTaylor_GettyImages-452318317_master061015.jpg
Massive Attack member and hundreds more attend funeral of DJ Derek,"A funeral has taken place for Derek Serpell-Morris, better known as ""Britain's oldest DJ"" DJ Derek, who was found dead in a woodland area near Bristol in March.

The 73 year old was a beloved local figure. He built a reputation for playing rocksteady, reggae, ska, dancehall and soul during his career which featured slots at Glastonbury and the Big Chill.

Serpell-Morris went missing in July last year (2015) with his family launching a search that ultimately proved fruitless. His body parts were found close to The Mall, Cribbs Causeway on March 10.

Massive Attack member Daddy G was among hundreds in attendance at the service at St Agnes Church in St Pauls, Bristol. The musician had once called DJ Derek ""an ambassador for cultural exchange"".

His brother Gerald Serpell-Morris in an eulogy said the DJ's ""increasing fame amused him"" and described him as ""kind, modest and unassuming"".

Bob Marley's 'One Love' was played after the service, with friends and fans joining in song. Watch footage from the service and see photos below.

Groups are celebrating outside the funeral of #DJDerek singing &#39;No Grave Can Hold My Body Now&#39;. pic.twitter.com/q3bzgbTHmH&mdash; BBC Radio Bristol (@bbcrb) April 22, 2016
DJ Derek has finally been laid to rest, with a DJ playing favourite tunes during his funeral https://t.co/4Wg8uA1JWf pic.twitter.com/Rk7ZZr0vD8&mdash; Bristol24/7 (@bristol247) April 22, 2016
#djderek funeral gets underway at 11. His family want #Bristol to send him off in style pic.twitter.com/KkykVuL2j3&mdash; BBC Radio Bristol (@bbcrb) April 22, 2016


Morris launched his DJ career in his mid-30s after working in the accounts department of confectionery firm Cadbury's. In 2006, he told the BBC that he left the firm after years of ""domestic hell"" before starting work as a DJ in a Bristol pub.

Over more than 40 years he established himself as a fixture on the city's clubbing scene. In 2012 he won the Lord Mayor's medal for his ""outstanding"" contribution to the music scene in the city.

Aside from a one-off show on New Year's Eve 2014, Morris retired from DJing in 2013.",http://www.nme.com/news/dj-derek/93162,http://nme.assets.ipccdn.co.uk/images/2016_DJDerek_Facebook_110316.jpg
Robert Downey Jr's Iron Man to appear in 'Spider-Man: Homecoming',"Marvel superhero Iron Man will appear in Spider-Man: Homecoming, it has been confirmed. 

Robert Downey Jr has signed on to appear in the film, which will see British actor Tom Holland playing the web-slinging hero. Thanks to a deal struck in 2015, the Sony-owned Spider-Man can appear in Marvel titles and characters from the Marvel Cinematic Universe can cross over into future Spidey titles. 

Holland's Spider-Man will make his big screen debut in Captain America: Civil War, out next week (April 29), and Downey Jr has signed up to return the favour. There are no details yet as to how Tony Stark will feature in the film. 

He will line-up alongside Marisa Tomei as Aunt May, Tony Revolori, Laura Harrier and Zendaya. Spider-Man: Homecoming will open in cinemas in July 2017. 

Guardians Of The Galaxy director James Gunn previously hailed Tom Holland as ""the best Spider-Man ever"", comparing his take on the webslinger to Heath Ledger's Oscar-winning portrayal of The Joker.",http://www.nme.com/filmandtv/news/robert-downey-jr-s-iron-man-to-appear-in-spider-ma/405436,http://nme.assets.ipccdn.co.uk/images/RobertDowneyJrIronMan600Gb130712.jpg
AC/DC auditioned tribute band singer to replace frontman Brian Johnson,"The singer in an AC/DC tribute band has claimed that he was auditioned by the classic rock band to be their new frontman.

The Australian hard rock group were recently looking for a new vocalist after long-time frontman Brian Johnson was advised by doctors to quit touring with the outfit amid fears of complete hearing loss. AC/DC eventually opted for Axl Rose as Johnson's replacement.

Prior to recruiting the Guns N' Roses star however, the band also auditioned Lee Robinson, the singer in AC/DC covers band Thunderstruck, according to Robinson himself. On their website, the group claim to ""offer the most complete and authentic reproduction of AC/DC’s sound and stage performance in North Carolina and beyond"".

Robinson recently told Blabbermouth that the band flew him into Atlanta during March to audition for them. He says AC/DC bassist Cliff Williams had found out about the tribute act after stumbling upon Youtube clips of their performances.

Although Robinson had initial nerves, he says these subsided when he found out that he could use a teleprompter that Johnson had to remember lyrics. ""When I heard that, I pretty much passed out. I didn’t have to worry about forgetting the lyrics anymore,"" he said.

Of singing with AC/DC themselves, Robinson added: ""Once they started playing I was just excited and was just standing there like what the hell. I'm playing with AC/DC!"".

""Stevie [Young, guitarist] said, ‘Hell yeah, that’s the right way to do it,’ when I asked if we could do the audition in standard. But that’s the only way I know how to sing it"". Guitarist Angus Young was apparently also impressed, telling Robinson: ""Whatever happens, you’ve got a helluva voice.""



Brian Johnson had been AC/DC’s frontman since 1980, joining the group following the death of previous singer Bon Scott. He recently released a statement speaking of his sadness at having to stop performing with the band.

AC/DC currently have 12 European live dates booked in for May and June, including two UK shows: London's Olympic Stadium on June 4 and Manchester's Etihad Stadium on June 9. 

Rumours linking Axl Rose to the band had been circulating for several weeks. Meanwhile, Angus Young joined Axl Rose onstage at Coachella last weekend for Guns N' Roses' headline set.",http://www.nme.com/news/acdc/93161,http://nme.assets.ipccdn.co.uk/images/2016ACDCtributebandThunderstruck.png
